dataset,epoch,num_layer,drop,L2_nrom,leaky,Recall@20,Recall@40,Recall@80,NDCG@20,NDCG@40,NDCG@80
Youshu,1079,2,0.2,0.01,0.05,0.2912037995426427,0.3968642409809057,0.5139942639741837,0.1679620178779584,0.19653725116468032,0.2232519976792202
